ID,symbol,name,country,sector,industry,ev,employees,# of shares,revenue 2023,revenue 2022,revenue 2021,revenue 2020,ebitda 2023,ebitda 2022,ebitda 2021,ebitda 2020,stock price 2018-10-30,stock price 2018-11-30,stock price 2018-12-30,stock price 2019-01-30,stock price 2019-02-28,stock price 2019-03-30,stock price 2019-04-30,stock price 2019-05-30,stock price 2019-06-30,stock price 2019-07-30,stock price 2019-08-30,stock price 2019-09-30,stock price 2019-10-30,stock price 2019-11-30,stock price 2019-12-30,stock price 2020-01-30,stock price 2020-02-28,stock price 2020-03-30,stock price 2020-04-30,stock price 2020-05-30,stock price 2020-06-30,stock price 2020-07-30,stock price 2020-08-30,stock price 2020-09-30,stock price 2020-10-30,stock price 2020-11-30,stock price 2020-12-30,stock price 2021-01-30,stock price 2021-02-28,stock price 2021-03-30,stock price 2021-04-30,stock price 2021-05-30,stock price 2021-06-30,stock price 2021-07-30,stock price 2021-08-30,stock price 2021-09-30,stock price 2021-10-30,stock price 2021-11-30,stock price 2021-12-30,stock price 2022-01-30,stock price 2022-02-28,stock price 2022-03-30,stock price 2022-04-30,stock price 2022-05-30,stock price 2022-06-30,stock price 2022-07-30,stock price 2022-08-30,stock price 2022-09-30,stock price 2022-10-30,stock price 2022-11-30,stock price 2022-12-30,stock price 2023-01-30,stock price 2023-02-28,stock price 2023-03-30,stock price 2023-04-30,stock price 2023-05-30,stock price 2023-06-30,stock price 2023-07-30,stock price 2023-08-30,stock price 2023-09-30,profitability 2023,profitability 2022,profitability 2021
700,SANN.SW,SANTHERA N,Switzerland,Pharma,Biotechnology,121488856,45,11661700," 7473000,0","-1595000,0","15008000,0","75376000,0",0,0,0,"-7541000,0","156,800000","148,581817","85,752941","61,466666","76,990000","150,895239","154,930000","148,000000","142,263157","151,504348","133,114286","130,580953","121,973912","116,047619","120,133333","116,266667","97,235001","71,331818","83,035000","87,010527","85,480953","76,286956","66,923810","64,240909","38,220454","28,752381","28,005000","28,272500","36,655000","30,639131","26,977500","23,147368","28,445455","24,054546","21,304545","18,704546","13,863810","13,110000","13,260000","14,536191","14,008000","13,699130","13,066316","13,272381","10,423810","8,640952","7,663182","8,205909","6,298095","5,707273","8,356667","9,502381","8,134500","6,764348","6,491111","6,735000","8,770000","8,367143","8,255909","8,545000","3955997,0053771106","14996,485714318773","33997,726120086845"
701,SPEX.SW,SPEXIS N,Switzerland,Pharma,Biotechnology,17331006,28,52422400,,,"14277568,0","   10040,0",0,0,0,0,"30,567392","24,250000","20,552941","19,835238","21,060000","20,802381","24,377500","16,389524","10,846842","8,233696","4,807381","6,595714","6,793913","8,145238","7,881667","7,335714","6,769000","5,722273","7,073500","8,078947","7,265238","6,982174","6,744762","7,361364","8,104091","8,152857","8,150000","7,970000","7,712500","7,482609","7,294500","6,841053","6,629545","2,216409","1,836500","2,036545","1,774000","1,650000","1,608667","1,779190","1,527900","1,283739","1,211842","1,098810","1,066619","0,969333","0,822091","0,593636","0,472857","0,448364","0,414095","0,426857","0,411350","0,368304","0,382111","0,365200","0,392455","0,383000","0,380591","0,371000","16923,978791562775",-1,"48039,592769309194"
702,NOS.LS,"NOS, SGPS, SA",Portugal,Telecom,Telecom Services,3566179072,2486,511412992,"1521007000,0","1430299000,0","1367886000,0","1599231000,0","676958000,0","488808000,0","425928000,0","434521000,0","4,008277","4,106074","4,218728","4,388451","4,327219","4,394424","4,780239","4,673441","4,863553","4,886885","4,581647","4,335211","4,430030","4,374723","4,180238","4,129094","3,651589","2,644594","2,792906","2,860949","3,272115","3,366135","3,302825","2,966775","2,784176","2,727376","2,774955","2,721371","2,525995","2,704128","2,814307","3,022095","2,954545","3,040636","3,390273","3,472273","3,404667","3,390636","3,386522","3,449333","3,476300","3,609391","3,978737","3,915182","3,856182","3,746667","3,727391","3,539909","3,599238","3,890727","3,790762","3,926818","4,083600","4,218348","4,184222","3,694000","3,390400","3,393524","3,336087","3,469000","470951005,2679473","677302007,2956643","475838008,3727275"
703,SNC.LS,"SONAECOM,SGPS",Portugal,Telecom,Information Technology Services,528972992,307,305768992," 17862797,0"," 76500619,0","129086502,0","132729678,0","86386769,0","144837866,0","63808384,0","53682028,0","2,163847","2,071575","2,145438","2,156949","2,107206","2,098752","2,120499","2,149771","2,217294","2,255934","2,227495","2,158731","2,083421","2,059557","1,960331","1,818638","1,716832","1,473028","1,526298","1,489463","1,544348","1,536701","1,602159","1,586603","1,472922","1,385542","1,341438","1,351476","1,348645","1,461199","1,528433","1,585472","1,600227","1,584318","1,674318","1,696591","1,744048","1,730909","1,671522","1,659048","1,641250","1,757609","1,887368","1,955682","1,867500","1,839762","1,851522","1,840909","1,840476","1,907273","2,130952","2,534091","2,630000","2,588696","2,553333","2,497273","2,468000","2,471905","2,502174","2,535000","1366303,1233102954","1853025,6521733343","2664221,2900233297"
704,NBA.LS,"Novabase, SGPS - Nom.",Portugal,Telecom,Information Technology Services,144191952,2160,25274600,"163405000,0","138788000,0","125080000,0","120255000,0","13878000,0","13365000,0","11002000,0","16778000,0","2,084921","1,998862","1,863133","1,787271","1,914413","2,077146","2,062565","2,026225","1,995699","2,106660","2,386318","2,481564","2,489900","2,819828","2,816544","2,795218","3,044827","2,969353","2,758817","3,016489","3,394910","3,330815","3,453114","3,525153","3,554255","3,459111","3,410176","3,481452","3,786355","3,764336","4,107526","4,279782","4,367201","4,715948","4,876724","5,057061","4,968505","5,006013","5,363347","5,546773","5,261013","5,128789","5,182709","5,389109","5,222131","5,118945","4,912028","4,780831","4,427223","4,389147","4,301773","4,357183","4,656456","4,961313","4,980834","4,988361","4,943515","4,490005","4,628261","4,650000","1039010,3899662775","858010,7887730639","916013,105976368"
705,SCT.LS,Toyota Caetano,Portugal,Automotive,Auto Manufacturers,268552000,1570,35000000,"480226377,0","404158731,0","357836638,0","465118555,0","38377892,0","38719861,0","28443646,0","43272986,0","2,538926","2,451748","2,424210","2,490829","2,489872","2,596071","2,581115","2,630234","2,710020","2,671235","2,637127","2,688400","2,751339","2,825371","3,036200","3,167800","3,224200","2,899473","2,697800","2,646100","2,672164","2,536365","2,502190","2,552527","2,524327","2,618571","2,661909","2,711900","2,769240","2,924626","2,976980","2,963238","2,708055","2,819145","2,797782","2,862727","2,868343","3,115673","3,482365","3,307619","3,387000","3,614783","3,893684","3,637273","3,811818","3,771429","3,746957","3,942727","3,943809","4,039091","3,829524","3,760000","3,998000","4,241739","4,304444","4,486364","5,804000","5,012381","5,173478","5,500000","5889216,997570372","2482473,9357687","2014299,4415462771"
706,PHR.LS,"PHarol, SGPS, SA",Portugal,Telecom,Telecom Services,12026213,17,821822976,"0,0","0,0","0,0","0,0",0,0,0,0,"0,151348","0,172709","0,177389","0,181009","0,182170","0,192229","0,177170","0,153445","0,150090","0,152339","0,127127","0,112381","0,102974","0,107529","0,101640","0,102273","0,096875","0,073136","0,067625","0,068810","0,103750","0,106370","0,112952","0,110218","0,098895","0,105262","0,131936","0,133920","0,125000","0,118626","0,109410","0,103733","0,102836","0,103127","0,099668","0,093845","0,091110","0,088986","0,080400","0,083857","0,086000","0,079091","0,081737","0,080177","0,078177","0,077038","0,076965","0,073414","0,066933","0,059341","0,055805","0,057145","0,059530","0,055722","0,052689","0,047282","0,041290","0,042971","0,047530","0,044200","1790,9724576997457","940902,5067775645","1810,9870380220245"
707,GLINT.LS,GLINTT,Portugal,Telecom,Information Technology Services,70319392,1121,86962896,"112595630,0","102573865,0"," 91639067,0"," 92283176,0","17093491,0","13467078,0","11890109,0","12073436,0","0,194130","0,187318","0,181789","0,189227","0,196500","0,193524","0,185750","0,178364","0,169100","0,158609","0,148182","0,154476","0,153130","0,149476","0,141350","0,133182","0,125100","0,093682","0,117650","0,133600","0,138682","0,137087","0,123857","0,122864","0,110455","0,123333","0,146182","0,179050","0,202700","0,205957","0,217100","0,216571","0,215909","0,215455","0,216091","0,234455","0,250476","0,271182","0,280174","0,278286","0,259400","0,253826","0,252000","0,257909","0,257364","0,238952","0,228348","0,218818","0,212571","0,230727","0,236286","0,231636","0,233100","0,223478","0,232667","0,265545","0,272800","0,275810","0,288261","0,325000","1482855,1138110408","772039,221577539","1789410,9141082726"
708,RED.LS,Reditus-SGPS,Portugal,Telecom,Information Technology Services,59472412,720,14383500,"23624433,0","19764571,0","24049887,0",0,"6046565,0","2982235,0","3276409,0",0,"0,092783","0,088000","0,085789","0,082591","0,081400","0,077095","0,074150","0,078455","0,073550","0,064783","0,075091","0,075667","0,067522","0,056667","0,053275","0,053636","0,052225","0,043023","0,051000","0,066675","0,056545","0,040000","0,041857","0,059318","0,043750","0,032000","0,031977","0,054675","0,036125","0,043413","0,034775","0,030524","0,033455","0,029864","0,039136","0,037500","0,038524","0,034227","0,035065","0,033714","0,042425","0,042196","0,035737","0,042091","0,038909","0,043952","0,032609","0,029341","0,021000","0,023000","0,019881","0,029159","0,033050","0,031000","0,034167","0,034727","0,037450","0,036214","0,036957","0,039000","316916,83573516534","63525,94222856348","328407,1517057242"
709,KPN.AS,KPN KON,Netherlands,Telecom,Telecom Services,20082479104,7232,3943909888,"5323000000,0","5271000000,0","5284000000,0","5499000000,0","2553000000,0","3310000000,0","2439000000,0","2498000000,0","1,992826","2,084388","2,227101","2,170459","2,347015","2,398690","2,430047","2,392775","2,491642","2,349069","2,458299","2,549073","2,599903","2,516136","2,409229","2,407334","2,220644","1,895570","1,924947","1,994320","2,163175","2,237324","2,106304","2,028292","2,187181","2,353250","2,374461","2,492751","2,625497","2,745429","2,759081","2,744382","2,619548","2,652701","2,744364","2,749455","2,697095","2,635455","2,659348","2,814143","3,039400","3,043261","3,305684","3,342409","3,356227","3,358952","3,201783","3,024318","2,756476","2,838955","2,952857","3,020727","3,166250","3,232870","3,275833","3,278545","3,172455","3,266905","3,216826","3,214000","1206000007,8662276","1220000006,0672143","1564000008,2338989"
710,GLPG.AS,GALAPAGOS,Belgium,Pharma,Biotechnology,-1691508352,1233,65897100,"505280000,0","484846000,0","478053000,0","844986000,0",0,"-76707000,0",0,"163810000,0","89,583478","90,533636","87,186315","89,226363","88,673000","88,698096","105,784999","102,860000","108,877500","142,578260","153,570455","145,828571","144,860868","170,242857","188,235001","199,834090","228,167502","163,115909","189,264999","197,349999","178,920454","173,028263","140,659524","113,977272","114,084092","104,494286","89,920000","85,688000","76,268999","68,037391","66,449500","61,756666","61,743181","53,799545","49,746818","47,965000","44,601428","45,607500","46,252609","48,871905","58,468500","56,360000","60,336842","54,538182","52,495454","53,698095","51,894348","47,517273","44,735714","40,760909","38,163810","42,247727","37,650000","35,143043","34,796667","38,929545","38,275455","37,637619","36,072609","35,085001","36947011,86074545","57879022,05155139","91315006,00455922"
711,VEON.AS,VEON,Netherlands,Telecom,Telecom Services,3315484672,16422,1753410048,"3755000000,0","7788000000,0","7980000000,0","8863000000,0","1742000000,0","3471000000,0","3413000000,0","4227000000,0","2,079461","2,037413","1,818534","1,851856","1,825581","1,914795","1,777030","1,923222","2,009964","2,426409","2,243864","2,033393","1,950978","2,024114","2,073358","2,157332","2,101089","1,417727","1,471000","1,407200","1,492455","1,515304","1,325619","1,141818","1,142818","1,232190","1,300091","1,416200","1,423400","1,471391","1,439000","1,453429","1,431636","1,524000","1,489727","1,792182","1,902000","1,677909","1,549565","1,408190","1,175450","0,628696","0,632579","0,603909","0,579727","0,572381","0,576957","0,580909","0,532143","0,523500","0,542143","0,545682","0,732600","0,637478","0,711333","0,721364","0,735364","0,691238","0,618696","0,600000","1010000001,9032633","1796000000,955196","1778000000,9714282"
712,TWEKA.AS,TKH GROUP N.V.,Netherlands,Telecom,Communication Equipment,2062686336,6538,40692800,"1816615000,0","1523773000,0","1289368000,0","1489642000,0","293113000,0","234363000,0","174405000,0","199458000,0","41,540148","41,250508","37,913990","37,229456","38,289103","39,276175","42,663424","40,433576","47,278471","50,312176","43,841700","42,649173","42,989873","44,450186","45,189993","46,722929","44,227193","28,368508","26,019400","29,485625","33,784474","34,032291","33,178736","31,726614","29,090063","33,952608","38,425551","39,990770","40,141354","39,327809","40,497279","43,287956","43,101818","42,781818","48,720454","51,288182","48,794762","52,175455","52,000435","52,472381","51,292500","48,837826","48,847368","43,789091","40,414546","37,500000","38,529565","34,875454","33,712381","37,590909","37,482857","39,991818","43,076999","45,553913","45,462222","45,744545","45,760000","46,991429","43,662609","42,340000","138245007,03717113","74243008,80124566","70659011,82699083"
713,EBUS.AS,EBUSCO HOLDING N.V.,Netherlands,Automotive,Auto Manufacturers,321313248,458,59039400,"111617000,0"," 24265000,0"," 99994000,0"," 48924000,0",0,0,"27774000,0","8953000,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,333334","26,765909","24,923913","24,933333","20,899500","18,665652","21,871053","23,058182","23,152727","22,502857","21,000000","18,556818","15,646191","16,277727","14,381429","13,943182","13,449000","10,779565","9,277778","8,018409","8,066136","8,282143","7,672826","7,730000","6995990,8525522975","4931988,277945058","3814011,5688502914"
714,PHARM.AS,PHARMING GROUP,Netherlands,Pharma,Biotechnology,696924672,332,659177984,,"189853037,748239","228394666,929056","189333721,659647",,"46669006,589525","62812407,753616","71436732,68214","0,929935","0,851682","0,766026","0,817227","0,841175","0,842952","0,841680","0,786582","0,736630","0,825087","1,141532","1,231929","1,215870","1,267833","1,539525","1,446932","1,323850","0,980286","1,109575","1,334025","1,231659","1,152296","1,072343","0,985736","0,943682","1,034205","1,219909","1,199250","1,133900","1,116609","1,082675","1,026938","0,980532","0,954655","0,904427","0,846873","0,786105","0,777836","0,742809","0,795714","0,832140","0,757557","0,830132","0,754977","0,736227","0,769167","1,055130","1,168545","0,995214","1,143045","1,117333","1,235773","1,166600","1,101239","1,035028","1,117818","1,097909","1,099143","1,137261","1,175500","1977022,1802193439","15957534,011270339","16469065,508401455"
715,NEDAP.AS,NEDAP,Netherlands,Telecom,Information Technology Services,393652960,913,6519960,"230559000,0","207012000,0","189916000,0","191549000,0","33461000,0","33223000,0","26554000,0","36260000,0","34,908224","32,958641","32,442823","32,521762","34,226281","35,695736","39,221580","37,428207","38,332056","39,995905","36,551067","36,037811","37,244115","38,885292","38,510733","38,594115","39,201615","31,641976","29,139402","31,719168","37,020094","39,414669","38,437538","39,561835","41,094914","43,887570","46,436897","48,795771","51,104689","56,594367","58,541633","55,947619","58,936364","58,927273","61,845455","59,895455","60,495238","59,463636","59,191305","61,552381","62,640000","62,982609","64,900000","59,595454","58,127272","59,185714","57,469565","55,345454","54,185715","54,404546","55,447619","58,827273","59,625000","57,847826","58,033333","57,463637","57,381818","58,028572","59,139130","59,799999","11588011,764530648","9831011,848808356","8673014,82462002"
716,VVY.AS,VIVORYON THERAPEUTICS N.V.,Germany,Pharma,Biotechnology,246564576,15,25961900,,"10764000,0",,,0,0,0,"-7627000,0","2,979347","3,031432","2,776275","1,917485","1,421190","1,533967","3,874715","4,759508","5,224919","6,410136","6,316003","6,078441","5,666643","5,226667","5,147000","6,256818","5,841500","4,292045","4,128750","3,891500","3,979091","4,020652","4,917143","4,622727","4,720000","5,666429","8,808636","14,007400","15,109900","14,967043","14,552900","13,770000","15,766909","20,263954","19,793636","19,704227","18,377429","18,843818","17,737826","16,117333","11,533150","10,746783","9,687895","8,426818","8,537273","7,477619","8,146522","7,450455","8,896667","8,947273","10,766667","13,038182","14,674000","14,401739","13,956667","15,923636","13,393636","12,693333","12,126087","12,470000","12991,247263897763","27979,511004154894","639984,9112920874"
717,ORDI.AS,ORDINA N.V.,Netherlands,Telecom,Information Technology Services,539201472,2706,90015800,"429416000,0","394471000,0","369233000,0","372259000,0","49995000,0","49886000,0","46121000,0","36547000,0","1,386880","1,313820","1,201191","1,224444","1,331757","1,534583","1,664749","1,534866","1,501028","1,575143","1,463279","1,481585","1,457349","1,767859","1,762242","1,736422","1,972332","1,457011","1,470836","1,705967","1,776148","1,763971","2,125955","2,223466","2,152752","2,451557","2,774048","2,860617","2,985880","3,182854","3,414319","3,710476","3,800000","3,978864","3,513182","3,401364","3,428571","3,650682","3,650000","4,013095","4,399500","4,336957","4,412368","4,449318","4,714318","4,739048","4,243696","3,875000","3,745000","3,828864","3,880952","4,076591","4,053500","4,910435","5,689444","5,615000","5,653636","5,685714","5,705217","5,730000","4006010,7851079507","4985010,808673215","2476011,6910186685"
718,KENDR.AS,KENDRION N.V.,Netherlands,Automotive,Auto Parts,346320992,2652,15273600,"519300000,0","464000000,0","396400000,0","412400000,0","-6800000,0","51500000,0","39300000,0","39300000,0","25,404222","22,827429","20,456879","20,893994","20,251191","19,617681","21,161661","18,665831","17,774872","17,788034","16,246542","17,862678","18,023932","20,581115","20,449359","20,333644","19,532307","12,501224","9,863953","9,721923","11,318609","11,518803","12,090680","14,265540","15,683605","16,100936","16,435975","18,387222","19,416816","21,166667","22,941368","23,142857","22,852273","22,186363","22,877273","22,561364","20,785714","20,363182","20,213043","20,981905","20,826000","19,178695","18,407369","16,980000","16,415454","15,297143","15,420000","15,102727","13,704762","15,875455","15,593333","16,303636","16,358000","15,320000","17,098889","18,453637","17,591818","16,537143","15,573913","14,300000","37699949,070442356","30000006,724679455","16000008,812238982"
719,CTAC.AS,CTAC,Netherlands,Telecom,Information Technology Services,52704340,385,14149000,"117672000,0","106424000,0"," 87307000,0"," 81782000,0","12266000,0","12035000,0","10081000,0","7505000,0","2,812205","2,298395","1,987246","2,031851","2,223537","2,418372","2,706454","2,724903","2,737229","2,584983","2,094190","1,936028","1,731516","1,867719","1,889380","2,391114","2,298002","1,624590","1,439171","1,530288","1,548766","1,609375","1,704742","2,004592","1,980966","2,217730","2,657633","2,967036","2,991063","3,448570","3,855529","4,069736","4,487727","4,652273","4,578636","4,283636","4,222381","4,212727","4,255652","4,246667","4,162000","4,146956","4,111053","4,066818","3,759545","3,790476","3,941739","3,699091","3,420952","3,375000","3,329524","3,401364","3,480000","3,642609","4,034444","3,920909","3,803636","3,827619","3,648696","3,540000","817004,2967829773","838004,3792555048","918005,2280864994"
720,AMUND.AS,Almunda Professional N.V.,Netherlands,Telecom,Information Technology Services,26714740,60,3868870,"26259000,0","13517000,0","12615000,0","13761000,0","6127000,0","2039000,0","1159000,0","583000,0","1,014130","0,982727","0,928684","0,916364","0,988750","1,052857","1,127000","1,228182","1,300500","1,262609","1,124545","1,051429","1,036087","1,040952","1,067500","1,060455","1,028000","0,942727","0,920250","0,942000","0,915682","0,901087","0,942381","0,992727","0,929091","1,026190","1,015455","1,195500","1,249000","1,271739","1,228000","1,238571","1,212273","1,219545","1,224545","1,205000","1,198571","1,213636","1,190000","1,265238","1,218500","1,210870","1,334211","1,263636","1,295000","1,309524","1,338696","1,259545","1,270000","1,293636","1,259524","1,262727","1,258000","1,286087","1,324444","1,363182","1,419545","1,338095","1,344783","1,310000","744004,3601664762","10013,101883276116","12023,049818809319"
721,ERIC-B.ST,"Ericsson, Telefonab. L M ser. B",Sweden,Telecom,Communication Equipment,189785735168,103890,3068000000,"271546000000,0","232314000000,0","232390000000,0","227216000000,0","37586000000,0","41049000000,0","36662000000,0","19251000000,0","75,536826","74,257184","75,471711","74,113287","80,112408","83,197872","88,415945","88,164826","88,150122","83,567429","77,690060","75,399195","80,453012","83,697039","82,458487","79,364331","80,769868","69,800132","79,983489","81,419138","83,938866","91,821297","99,037658","94,668305","97,138667","101,843295","99,382872","97,369524","107,368732","109,832058","116,826888","111,371554","107,439864","105,479136","99,793968","99,652735","100,801428","94,860455","96,052857","104,567001","105,843500","83,513044","85,519473","78,565239","78,407999","76,546666","78,260869","73,237727","66,550952","63,142727","64,233809","62,261428","60,061000","57,951305","58,455555","55,336667","56,600500","55,130953","53,848261","56,775000","6197000005,049373","4625000004,623395","5310000005,176634"
722,ERIC-A.ST,"Ericsson, Telefonab. L M ser. A",Sweden,Telecom,Communication Equipment,192017104896,103890,262000000,"271546000000,0","232314000000,0","232390000000,0","227216000000,0","37586000000,0","41049000000,0","36662000000,0","19251000000,0","75,890475","74,866208","75,585767","74,354169","80,529450","84,073264","89,564848","88,072973","87,980993","85,730347","79,095978","75,628430","80,427050","83,658057","83,586774","83,428113","85,552103","72,651705","84,962584","88,423596","92,015411","99,907366","108,377936","102,813623","104,808001","108,302961","106,610726","107,416740","119,608201","114,643377","118,023011","111,914960","107,792485","106,114695","100,746412","99,887495","100,923810","95,272728","96,738096","105,400001","107,495000","87,539130","88,500000","84,300001","84,340000","83,695238","83,034783","75,922727","69,909524","67,518182","69,547618","68,300000","65,745000","63,230435","64,533333","61,404762","61,010000","59,519048","56,678261","58,599998","6197000005,10874","4625000004,677753","5310000005,237496"
723,NOKIA-SEK.ST,Nokia Corporation,Finland,Telecom,Communication Equipment,216971067392,86896,5537719808,"24911000000,0","22202000000,0","21867000000,0","23315000000,0","3458000000,0","3253000000,0","2050000000,0","2474000000,0","48,899938","51,382367","51,430512","54,416942","56,455406","55,844096","52,915559","47,621247","46,956946","48,548769","49,784146","48,974413","45,767492","33,744591","33,664896","38,332292","40,035000","30,107500","33,269500","35,692369","40,330238","39,477174","43,543572","36,727046","35,234546","32,613810","33,424500","34,981052","35,277250","34,788261","35,943250","41,803500","44,977381","49,296363","52,895454","49,750227","50,479048","50,548409","54,738571","54,152000","52,720000","49,778043","50,746842","49,353333","48,316500","49,633571","52,785652","51,223637","49,663333","49,760000","49,821905","49,841905","49,157250","49,399130","47,914167","42,836000","44,693250","42,948809","41,949565","44,312500","601000062,7446696","560000066,6987604","479000105,8395451"
724,VOLCAR-B.ST,Volvo Car AB ser. B,Sweden,Automotive,Auto Manufacturers,125618380800,43900,2979520000,"330145000000,0","282045000000,0","262833000000,0","274117000000,0","37978000000,0","35041000000,0","25344000000,0","30159000000,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,199997","69,253636","76,443810","82,305000","68,532000","59,066087","70,002106","77,319049","77,708500","73,938095","72,510000","55,985227","45,692381","51,109773","49,098572","49,875953","51,369000","46,085652","41,442222","38,070952","42,647500","48,281905","46,467826","40,320000","32112000003,307663","23324000003,584896","18560000004,95653"
725,TELIA.ST,Telia Company AB,Sweden,Telecom,Telecom Services,206103920640,19044,3932110080,"90827000000,0","88343000000,0","89190000000,0","85965000000,0","29477000000,0","35486000000,0","10221000000,0","31606000000,0","33,645789","34,722283","35,434612","34,898066","33,315724","34,894135","35,325787","34,774746","35,346598","37,006172","35,806129","37,429041","37,642882","37,279320","36,023966","36,068349","36,178174","31,636793","31,508619","29,081063","30,514826","31,925136","30,859818","31,765577","33,754704","33,466123","32,735316","33,541599","33,468012","34,509654","35,167913","35,608235","35,733227","37,429042","36,852918","35,663573","34,867318","34,903182","35,044047","35,994500","36,925250","36,209348","39,117369","40,555238","39,327000","38,984286","37,816522","35,051364","31,004286","29,218636","27,547619","27,530000","26,605000","26,741304","26,945000","26,725238","24,135000","24,071429","21,516957","22,215000","15908000006,992025","15647000005,808035","13710000020,164751"
726,TEL2-A.ST,Tele2 AB ser. A,Sweden,Telecom,Telecom Services,96034529280,4438,22446900,"28103000000,0","26789000000,0","26554000000,0","27659000000,0","12709000000,0","10723000000,0","12661000000,0","10270000000,0","87,275038","86,697685","90,506357","92,584151","96,839627","105,116344","104,036477","106,940656","110,745785","112,195857","116,922931","122,203627","123,899231","122,872715","121,924947","125,905568","129,701900","114,533323","117,339861","111,019092","111,816737","113,766988","113,172744","112,918370","105,928499","101,252636","102,014301","105,621486","106,315268","107,589891","115,382749","109,655011","115,260717","121,560312","126,222898","128,309962","127,547619","126,477273","129,476190","138,950000","135,650000","131,739130","147,631579","129,071429","118,250000","118,333333","116,391304","106,163637","93,714286","95,095455","92,580952","102,223810","102,130000","100,482609","107,194444","107,775000","97,475000","91,314285","87,060870","95,000000","3581000007,556419","3328000008,9559383","2750000007,585067"
727,TEL2-B.ST,Tele2 AB ser. B,Sweden,Telecom,Telecom Services,90058817536,4438,669185984,"28103000000,0","26789000000,0","26554000000,0","27659000000,0","12709000000,0","10723000000,0","12661000000,0","10270000000,0","86,514855","85,640677","89,120415","90,961110","94,832227","101,345225","100,998444","105,589533","111,127569","112,168086","117,349934","122,956125","124,164498","123,409035","121,553762","126,269232","129,544154","114,780267","117,193470","110,898085","111,796543","114,125502","112,796069","112,958553","105,945995","100,972892","101,834338","105,588840","102,421565","106,012049","109,691354","105,924715","110,069736","121,420418","126,468504","126,694933","125,080953","125,254545","126,747619","130,022500","132,039999","129,999999","146,784209","128,373809","116,714999","117,761904","114,865217","104,584091","91,017142","92,712727","89,854286","92,263810","93,398000","98,456087","105,180555","103,099047","92,263001","85,163810","76,750434","77,419998","3581000007,0862236","3328000008,3986588","2750000007,1130886"
728,ALIV-SDB.ST,Autoliv Inc. SDB,Sweden,Automotive,Auto Parts,91059929088,63368,84148304,"8842000000,0","8230000000,0","7447400000,0","8547600000,0","1026000000,0","1068000000,0","735100000,0","1068500000,0","735,895115","767,536616","692,109350","680,104514","722,053156","716,004360","751,923734","671,407741","626,787727","657,427872","641,318034","737,313587","764,587124","793,800714","790,183194","755,836885","723,992609","517,046652","535,807167","593,316429","608,899510","596,954680","623,571103","665,640472","714,112707","743,594974","770,158716","750,986283","768,342838","797,891668","827,239670","851,639230","860,581892","820,556829","821,972853","747,256656","803,288656","892,987818","909,209528","935,569995","919,750006","737,886958","709,915788","736,923808","756,310001","803,342855","846,913043","792,245456","833,666667","911,272730","821,780948","851,685713","946,039999","954,830434","919,088891","892,960007","924,339999","980,790484","1042,456522","1074,250000","585000088,7523675","458000085,2621059","339600123,87420636"
729,SINCH.ST,Sinch AB,Sweden,Telecom,Telecom Services,27272935424,3587,842934016,"27721000000,0","16177223000,0"," 8023307000,0"," 5035552000,0","3095000000,0","1929224000,0","679100000,0","567685000,0","10,392609","10,110455","8,717059","9,645454","10,938000","12,382857","11,932000","13,680952","15,705000","14,323478","13,058095","13,959048","16,280869","20,393333","26,591667","31,328571","38,660000","36,852273","43,625000","57,950000","69,447618","75,530436","78,209524","77,309091","85,290909","95,671428","119,190000","127,336843","147,740002","151,043476","159,955000","133,887499","148,856190","157,722728","178,290910","185,620454","167,745239","124,386364","109,133333","98,939000","87,036501","76,351305","57,612105","43,874762","39,473249","26,840952","22,316087","16,480818","20,267857","35,232045","37,655714","46,817619","41,597251","31,325435","25,582778","23,334762","25,342750","28,055000","24,021087","23,080000","643000008,8119339","178343014,13673863","116363040,16041146"
730,TIETOS.ST,TietoEVRY Corporation,Finland,Telecom,Information Technology Services,29487757312,23958,118391000,"2928100000,0","2823400000,0","2786400000,0","1734000000,0","451500000,0","552300000,0","352300000,0","221400000,0","266,592520","270,404825","243,601561","250,573832","264,107520","285,054007","276,842853","270,382767","269,267956","255,679455","237,069149","247,741160","262,856547","271,727344","280,409120","301,129445","297,921251","225,865730","221,122025","235,324820","249,239532","256,971996","257,473260","255,120506","246,990454","247,528200","267,658353","273,541896","274,914418","271,485799","283,026262","274,675549","266,052131","279,010083","299,789357","285,300763","271,333338","267,527272","270,904762","276,269998","272,849998","252,269565","246,010525","241,409524","247,759999","260,885713","274,704346","267,909092","258,228570","275,899999","296,495242","312,399997","328,179999","322,486958","332,255553","303,249998","301,130002","279,019046","263,339126","271,300003","95400065,31064743","80800053,39083345","83500083,700702"
